username,timestamp,activity_type,source_ip,location,result
user_318,2025-01-18 06:23:23,logout,90.40.180.210,USA,success
user_195,2025-01-07 17:16:31,file_access,61.100.2.159,USA,success
user_493,2025-01-13 17:20:37,login,196.215.16.148,Japan,failed
user_742,2025-01-25 12:36:03,file_access,145.247.208.69,Germany,success
user_325,2025-01-11 17:07:39,logout,223.175.240.9,Japan,failed
user_164,2025-01-21 21:16:03,logout,240.212.161.97,Australia,failed
user_508,2025-01-27 19:09:28,logout,86.174.30.43,Egypt,failed
user_806,2025-01-07 21:14:12,file_access,122.162.210.137,Japan,failed
user_17,2025-01-18 17:11:03,database_access,26.228.58.10,Japan,failed
user_326,2025-01-30 03:53:51,login,226.61.239.109,Germany,success
user_814,2025-01-27 00:54:36,permission_change,81.213.241.45,USA,failed
user_492,2025-01-29 01:34:14,logout,128.150.23.213,Australia,failed
user_60,2025-01-16 05:40:21,logout,133.18.91.26,Japan,success
user_934,2025-01-19 18:10:26,database_access,12.209.252.232,Australia,success
user_977,2025-01-20 12:39:07,logout,100.16.52.207,Japan,failed
user_161,2025-01-21 07:49:24,login,136.20.30.99,USA,failed
user_978,2025-01-13 22:41:38,file_access,129.51.104.126,Australia,success
user_674,2025-01-04 21:25:55,database_access,244.247.209.141,Egypt,success
user_285,2025-01-06 08:00:59,file_access,76.217.216.62,USA,success
user_687,2025-01-25 14:37:31,database_access,101.85.74.245,USA,failed
user_256,2025-01-25 22:06:26,logout,56.226.255.39,USA,success
user_124,2025-01-24 00:00:50,permission_change,189.191.167.13,Egypt,success
user_423,2025-01-05 13:47:44,database_access,31.223.153.224,Australia,success
user_196,2025-01-14 20:58:41,permission_change,237.79.74.176,Canada,success
user_159,2025-01-02 00:31:58,file_access,37.208.150.247,Canada,success
user_844,2025-01-17 16:45:30,login,87.201.174.59,Canada,success
user_286,2025-01-12 22:43:24,file_access,111.135.244.153,USA,success
user_230,2025-01-30 00:15:40,login,154.199.140.40,Germany,success
user_421,2025-01-09 09:20:15,file_access,134.63.253.68,Canada,success
user_696,2025-01-23 07:32:44,logout,206.214.254.123,USA,success
user_414,2025-01-05 20:06:13,permission_change,98.168.146.111,Japan,success
user_758,2025-01-12 09:23:51,login,78.155.1.229,Egypt,failed
user_405,2025-01-05 00:52:03,permission_change,186.174.198.15,USA,failed
user_86,2025-01-15 11:16:00,logout,23.137.223.148,Japan,success
user_692,2025-01-14 23:51:00,database_access,206.185.95.253,Canada,failed
user_283,2025-01-02 04:05:44,login,81.120.38.97,Canada,success
user_858,2025-01-24 02:49:03,permission_change,95.146.46.205,Germany,failed
user_542,2025-01-12 03:36:54,login,186.8.255.130,USA,failed
user_242,2025-01-24 15:18:47,database_access,63.194.26.116,USA,success
user_966,2025-01-27 22:04:30,logout,195.62.159.211,Japan,failed
user_718,2025-01-18 05:40:37,login,92.244.204.220,Egypt,failed
user_40,2025-01-14 03:14:41,database_access,183.205.121.170,Canada,success
user_535,2025-01-18 18:38:55,database_access,6.217.43.135,Australia,success
user_814,2025-01-10 16:22:07,logout,107.26.137.235,Egypt,success
user_612,2025-01-04 15:27:57,logout,107.224.172.84,Egypt,success
user_145,2025-01-30 22:30:47,database_access,87.246.188.41,Egypt,success
user_145,2025-01-17 13:18:54,permission_change,226.133.162.159,Egypt,failed
user_680,2025-01-20 07:07:43,file_access,218.39.123.71,Canada,success
user_828,2025-01-10 21:10:17,file_access,54.5.254.186,Australia,failed
user_415,2025-01-19 07:01:28,database_access,69.198.129.224,Australia,failed
user_619,2025-01-24 12:47:26,logout,253.153.73.152,Egypt,failed
user_530,2025-01-13 18:59:26,permission_change,89.136.211.151,USA,success
user_173,2025-01-09 12:58:48,file_access,53.77.163.164,Canada,failed
user_163,2025-01-10 10:56:30,permission_change,154.35.230.214,Canada,success
user_904,2025-01-17 04:41:31,login,51.90.110.176,Egypt,failed
user_850,2025-01-03 14:12:17,login,150.26.8.226,Egypt,success
user_923,2025-01-13 23:45:43,logout,124.203.171.185,Japan,failed
user_942,2025-01-03 13:41:45,database_access,126.96.34.62,Australia,success
user_697,2025-01-20 12:12:13,login,31.61.84.77,Egypt,failed
user_641,2025-01-17 22:52:25,login,100.185.59.28,Germany,failed
user_371,2025-01-04 21:26:08,login,51.96.247.44,USA,success
user_860,2025-01-15 13:25:24,file_access,138.106.235.143,USA,failed
user_986,2025-01-30 17:50:30,permission_change,178.17.165.116,Germany,success
user_294,2025-01-11 07:35:47,login,73.246.176.27,Germany,failed
user_749,2025-01-29 14:28:19,permission_change,89.236.35.247,Germany,success
user_330,2025-01-04 12:56:53,database_access,139.248.53.108,Australia,failed
user_959,2025-01-01 17:08:12,login,46.28.226.78,USA,success
user_26,2025-01-13 20:03:08,logout,7.115.247.252,USA,failed
user_174,2025-01-29 07:32:30,logout,15.98.154.181,Canada,success
user_453,2025-01-25 11:03:24,logout,88.141.66.242,Germany,success
user_607,2025-01-26 17:16:44,database_access,233.92.159.73,Australia,failed
user_606,2025-01-19 05:48:21,permission_change,245.166.209.14,Australia,failed
user_867,2025-01-19 07:11:30,logout,122.45.66.88,Australia,failed
user_220,2025-01-10 04:18:48,file_access,239.202.142.129,Egypt,success
user_264,2025-01-13 20:16:20,login,189.147.10.127,USA,success
user_594,2025-01-08 00:05:48,file_access,132.232.126.1,Egypt,failed
user_867,2025-01-15 18:42:25,permission_change,100.216.207.48,Germany,success
user_471,2025-01-22 10:37:24,login,18.180.61.22,USA,success
user_833,2025-01-01 21:49:00,file_access,78.119.65.252,Canada,failed
user_698,2025-01-05 09:44:13,login,39.125.245.122,Australia,success
user_931,2025-01-05 01:51:02,logout,188.240.184.104,Egypt,success
user_256,2025-01-04 13:48:09,logout,143.47.132.23,Canada,success
user_383,2025-01-19 01:10:44,permission_change,100.136.227.29,Australia,success
user_764,2025-01-11 18:25:40,permission_change,14.212.184.184,Egypt,success
user_714,2025-01-12 22:47:12,login,57.207.128.200,USA,failed
user_236,2025-01-04 07:26:15,file_access,139.136.14.211,Australia,failed
user_636,2025-01-02 09:49:41,login,124.59.204.1,Germany,failed
user_255,2025-01-03 14:37:54,file_access,83.194.15.71,USA,failed
user_561,2025-01-23 11:44:29,login,108.79.149.230,Canada,failed
user_251,2025-01-25 03:40:21,permission_change,102.52.108.2,Japan,success
user_725,2025-01-27 00:17:38,login,7.67.182.81,Germany,success
user_482,2025-01-15 09:21:55,database_access,30.38.165.18,Canada,success
user_562,2025-01-08 01:50:34,permission_change,144.19.65.130,Australia,failed
user_455,2025-01-15 10:11:53,file_access,47.69.46.233,Canada,success
user_753,2025-01-26 10:17:09,database_access,194.118.80.154,Canada,failed
user_584,2025-01-11 09:12:12,login,236.172.223.194,Egypt,success
user_113,2025-01-14 19:55:52,login,180.18.141.205,Canada,failed
user_767,2025-01-01 09:03:32,permission_change,208.13.171.76,Japan,failed
user_992,2025-01-21 00:15:51,database_access,118.134.115.197,USA,success
user_172,2025-01-01 12:08:24,logout,123.46.83.84,Germany,failed
user_458,2025-01-12 04:26:45,login,155.46.195.50,Egypt,failed
user_394,2025-01-07 18:18:36,database_access,130.13.75.122,Egypt,success
user_756,2025-01-21 07:11:15,permission_change,129.64.52.226,Australia,failed
user_62,2025-01-01 03:34:25,logout,7.170.39.6,USA,failed
user_259,2025-01-20 21:58:26,file_access,119.131.137.2,USA,failed
user_888,2025-01-06 08:35:45,database_access,107.171.239.189,Canada,success
user_56,2025-01-01 10:28:47,file_access,7.114.215.199,Australia,failed
user_340,2025-01-10 12:34:27,logout,28.32.184.99,Germany,success
user_259,2025-01-07 13:57:38,logout,136.167.45.93,Japan,failed
user_658,2025-01-21 13:56:30,permission_change,184.172.50.248,Egypt,success
user_835,2025-01-06 22:37:28,logout,241.39.92.52,Japan,success
user_614,2025-01-30 23:37:04,logout,121.64.201.169,Japan,failed
user_374,2025-01-29 08:54:24,database_access,206.21.51.126,Canada,success
user_81,2025-01-06 23:29:07,file_access,152.36.128.222,Canada,success
user_810,2025-01-28 02:27:41,file_access,191.66.48.109,USA,failed
user_495,2025-01-26 10:21:49,database_access,69.54.237.173,Egypt,success
user_852,2025-01-23 21:02:19,database_access,2.131.183.11,USA,success
user_768,2025-01-28 09:22:42,permission_change,65.233.130.125,Japan,success
user_642,2025-01-04 21:56:59,login,142.42.53.216,Canada,success
user_728,2025-01-07 18:35:35,login,50.136.119.91,Germany,failed
user_830,2025-01-30 14:44:33,login,176.152.12.61,USA,success
user_512,2025-01-08 19:59:49,logout,113.109.21.139,Canada,failed
user_387,2025-01-16 23:35:00,login,126.79.252.5,Germany,success
user_438,2025-01-29 00:14:37,login,126.149.138.184,Egypt,failed
user_853,2025-01-25 15:32:58,login,20.12.158.62,Egypt,success
user_278,2025-01-17 08:20:30,file_access,246.128.249.185,Germany,failed
user_87,2025-01-21 09:24:07,permission_change,8.190.54.112,Canada,success
user_18,2025-01-09 09:33:46,file_access,100.173.205.15,Canada,failed
user_891,2025-01-27 06:59:27,permission_change,37.144.93.10,Canada,failed
user_716,2025-01-25 13:03:01,file_access,23.75.224.238,Japan,failed
user_648,2025-01-07 12:14:40,database_access,68.181.221.50,USA,failed
user_169,2025-01-18 11:57:07,database_access,162.58.7.43,Egypt,success
user_314,2025-01-01 14:37:06,database_access,168.229.47.197,Canada,failed
user_124,2025-01-24 09:49:55,database_access,103.84.145.49,Australia,success
user_500,2025-01-07 07:58:35,database_access,198.14.165.148,Germany,success
user_827,2025-01-14 21:55:48,file_access,218.2.68.64,USA,failed
user_403,2025-01-23 13:09:19,database_access,100.167.218.236,Australia,success
user_296,2025-01-02 17:56:02,login,240.145.40.67,Germany,success
user_647,2025-01-29 19:35:10,permission_change,65.167.100.117,USA,success
user_563,2025-01-26 22:33:29,logout,189.151.197.69,Germany,failed
user_714,2025-01-18 07:20:06,login,24.142.124.148,Egypt,success
user_666,2025-01-25 16:49:29,logout,203.46.213.233,Japan,success
user_984,2025-01-08 01:04:57,database_access,143.213.57.28,Egypt,success
user_235,2025-01-05 22:13:20,login,51.117.160.227,Germany,failed
user_190,2025-01-24 21:58:02,database_access,3.57.74.90,Japan,failed
user_997,2025-01-22 22:57:22,permission_change,90.122.159.186,Canada,failed
user_741,2025-01-22 20:00:10,login,193.15.249.221,Germany,failed
user_900,2025-01-20 00:52:56,database_access,49.194.158.74,Egypt,success
user_487,2025-01-20 17:48:08,login,62.241.161.218,Japan,failed
user_494,2025-01-23 06:57:04,permission_change,182.102.9.117,Canada,success
user_398,2025-01-27 10:08:29,database_access,167.255.119.171,Japan,success
user_570,2025-01-05 18:34:21,file_access,145.244.184.113,USA,failed
user_687,2025-01-16 14:40:46,permission_change,8.145.169.180,Canada,success
user_963,2025-01-20 15:34:33,file_access,68.144.44.219,USA,failed
user_360,2025-01-10 13:17:59,login,3.212.170.203,Germany,failed
user_361,2025-01-08 06:17:00,permission_change,241.90.87.43,Germany,success
user_588,2025-01-15 06:51:05,permission_change,216.204.179.24,USA,failed
user_886,2025-01-13 00:55:46,permission_change,210.167.121.124,Egypt,success
user_40,2025-01-04 03:40:14,login,118.91.0.8,Australia,success
user_905,2025-01-27 13:02:14,permission_change,71.212.177.162,Germany,success
user_966,2025-01-10 03:48:15,login,251.79.141.81,Australia,failed
user_852,2025-01-09 00:17:31,permission_change,71.216.94.228,Egypt,success
user_332,2025-01-30 17:04:38,logout,245.74.81.9,Canada,success
user_635,2025-01-11 21:12:10,login,203.243.127.248,Australia,failed
user_266,2025-01-04 21:06:40,database_access,128.227.2.238,Germany,success
user_348,2025-01-10 15:28:20,login,71.52.110.180,Australia,success
user_184,2025-01-17 21:51:48,permission_change,131.233.250.3,Canada,failed
user_147,2025-01-11 02:26:32,file_access,45.194.20.11,Australia,success
user_645,2025-01-17 07:45:49,file_access,46.151.171.116,Germany,failed
user_360,2025-01-22 16:57:47,login,85.132.151.91,Australia,failed
user_941,2025-01-06 22:48:51,logout,92.46.164.11,Egypt,success
user_114,2025-01-17 13:25:00,login,143.76.159.202,Japan,failed
user_613,2025-01-01 16:18:59,logout,53.193.179.58,Egypt,success
user_963,2025-01-05 19:25:19,logout,75.144.162.247,Canada,success
user_356,2025-01-19 12:20:38,logout,227.69.194.180,Canada,success
user_614,2025-01-17 00:26:19,logout,239.19.103.67,Australia,success
user_51,2025-01-02 21:48:25,database_access,118.0.215.228,Egypt,failed
user_150,2025-01-26 23:43:12,file_access,114.83.37.97,Germany,failed
user_264,2025-01-12 22:43:51,logout,60.233.222.161,Germany,failed
user_418,2025-01-01 01:28:47,logout,191.125.64.65,Australia,success
user_629,2025-01-20 21:18:06,logout,48.178.84.84,Australia,failed
user_961,2025-01-16 09:57:56,permission_change,45.171.168.162,Germany,success
user_893,2025-01-10 00:20:06,login,105.13.89.160,Germany,failed
user_569,2025-01-09 15:18:41,database_access,112.47.57.86,Germany,success
user_417,2025-01-26 23:50:35,logout,63.85.184.233,Australia,failed
user_41,2025-01-14 03:28:15,database_access,156.217.32.31,Egypt,success
user_255,2025-01-30 17:54:18,permission_change,105.158.175.94,USA,success
user_311,2025-01-03 12:04:53,logout,95.52.228.13,Germany,failed
user_74,2025-01-26 09:29:36,logout,133.84.109.211,Germany,success
user_944,2025-01-22 09:08:11,logout,134.41.190.97,Japan,failed
user_311,2025-01-23 17:11:41,login,236.96.147.60,Egypt,failed
user_287,2025-01-16 01:15:53,database_access,180.191.86.54,Australia,success
user_432,2025-01-24 17:48:59,permission_change,224.209.156.72,Canada,failed
user_875,2025-01-21 00:07:27,login,31.151.142.164,Canada,success
user_563,2025-01-04 05:26:21,login,51.116.3.94,Australia,success
user_786,2025-01-27 19:05:45,database_access,19.66.86.194,Japan,success
user_454,2025-01-25 02:17:39,database_access,163.75.64.122,Australia,failed
user_15,2025-01-03 08:55:02,logout,189.130.252.194,Japan,failed
user_982,2025-01-23 05:54:51,database_access,137.219.124.91,Japan,success
user_670,2025-01-01 04:35:45,login,31.254.14.58,Germany,failed
user_204,2025-01-21 12:31:16,database_access,167.209.87.146,Australia,success
user_575,2025-01-26 20:22:47,logout,213.19.182.21,Australia,failed
user_189,2025-01-04 05:37:42,login,26.134.61.233,Canada,success
user_705,2025-01-24 02:29:11,file_access,220.120.215.68,USA,success
user_239,2025-01-04 08:10:46,database_access,203.5.206.132,USA,failed
user_249,2025-01-14 04:24:41,file_access,64.9.170.158,Germany,success
user_896,2025-01-30 07:24:35,logout,165.219.23.106,Egypt,failed
user_734,2025-01-10 08:12:43,logout,211.173.147.182,Australia,success
user_481,2025-01-17 13:03:52,permission_change,62.85.25.246,USA,success
user_237,2025-01-04 17:00:21,permission_change,8.114.144.233,Egypt,success
user_416,2025-01-20 10:25:14,logout,13.149.144.12,Japan,success
user_166,2025-01-27 07:09:22,logout,93.49.105.30,Canada,failed
user_468,2025-01-04 05:43:06,login,247.134.166.27,Japan,success
user_312,2025-01-12 08:50:58,permission_change,201.42.248.74,Canada,success
user_626,2025-01-05 15:48:14,permission_change,93.10.4.46,USA,success
user_901,2025-01-03 07:07:33,database_access,85.17.201.219,Australia,failed
user_752,2025-01-25 05:28:15,permission_change,2.52.108.172,Australia,failed
user_740,2025-01-22 02:43:49,logout,44.23.133.135,Japan,success
user_814,2025-01-16 23:05:25,logout,95.54.21.167,Germany,success
user_106,2025-01-05 15:15:03,permission_change,236.59.188.47,Germany,success
user_862,2025-01-17 15:18:13,file_access,239.112.62.5,Australia,failed
user_813,2025-01-30 17:42:51,logout,202.112.110.165,Australia,failed
user_972,2025-01-19 11:48:49,permission_change,10.164.164.153,USA,failed
user_65,2025-01-18 09:25:11,permission_change,7.177.196.127,Australia,success
user_561,2025-01-26 15:41:00,login,171.252.82.198,Australia,failed
user_481,2025-01-07 19:46:57,login,11.85.186.24,USA,success
user_734,2025-01-02 19:07:59,file_access,206.173.67.205,Australia,failed
user_13,2025-01-24 14:24:55,logout,247.102.239.208,Egypt,failed
user_704,2025-01-09 21:57:03,file_access,134.54.241.42,USA,failed
user_323,2025-01-03 08:12:30,permission_change,7.21.67.154,Egypt,success
user_893,2025-01-30 16:51:14,permission_change,188.83.55.64,USA,success
user_304,2025-01-20 05:24:04,permission_change,216.181.189.75,Japan,failed
user_854,2025-01-07 03:29:32,database_access,117.120.66.240,Canada,success
user_333,2025-01-20 06:07:24,database_access,149.122.73.66,Egypt,success
user_38,2025-01-11 17:59:56,file_access,109.15.18.137,Japan,failed
user_720,2025-01-19 23:46:05,file_access,87.130.120.66,Australia,failed
user_362,2025-01-22 04:40:22,login,222.227.114.111,Australia,failed
user_683,2025-01-11 08:09:02,file_access,37.82.129.86,Germany,success
user_172,2025-01-24 17:13:58,login,53.117.177.216,Germany,failed
user_334,2025-01-27 07:06:35,file_access,165.130.20.197,Japan,success
user_662,2025-01-08 11:43:59,logout,84.81.29.204,Egypt,success
user_639,2025-01-01 11:23:10,logout,217.242.203.229,Egypt,success
user_638,2025-01-20 10:46:23,file_access,77.40.19.167,Egypt,failed
user_44,2025-01-16 14:54:02,permission_change,178.146.96.31,Egypt,failed
user_936,2025-01-21 03:35:31,login,40.147.60.123,Canada,failed
user_635,2025-01-02 02:08:25,logout,21.154.65.200,Japan,success
user_54,2025-01-11 19:58:30,login,18.139.212.131,Germany,failed
user_410,2025-01-25 22:31:52,database_access,17.172.153.182,USA,failed
user_92,2025-01-03 11:49:49,login,76.232.18.193,Canada,success
user_29,2025-01-01 04:33:30,logout,22.53.124.48,Germany,failed
user_606,2025-01-04 15:16:24,file_access,34.60.139.182,Germany,success
user_251,2025-01-23 06:32:35,permission_change,194.190.119.205,Germany,failed
user_141,2025-01-26 06:38:36,database_access,46.175.253.232,Germany,success
user_723,2025-01-02 13:20:41,login,96.191.176.126,Germany,success
user_16,2025-01-15 13:55:30,file_access,30.106.20.40,Japan,success
user_560,2025-01-06 22:02:36,file_access,21.247.234.120,Germany,success
user_158,2025-01-27 05:17:10,logout,228.50.175.21,Egypt,success
user_263,2025-01-09 19:47:05,permission_change,19.161.100.78,Egypt,success
user_331,2025-01-07 16:28:11,login,212.88.226.170,Australia,success
user_770,2025-01-21 05:56:11,file_access,248.175.182.114,Japan,failed
user_465,2025-01-26 07:26:39,permission_change,226.144.98.112,Egypt,success
user_571,2025-01-11 20:30:15,logout,139.192.196.59,Japan,success
user_155,2025-01-12 12:47:35,database_access,130.190.188.205,Australia,failed
user_202,2025-01-10 13:17:44,permission_change,164.33.83.7,USA,failed
user_931,2025-01-29 06:46:39,logout,207.64.26.169,Canada,failed
user_686,2025-01-10 12:40:25,file_access,21.179.199.230,Egypt,success
user_928,2025-01-28 12:23:25,login,124.1.139.158,Japan,success
user_750,2025-01-30 07:29:38,logout,20.27.121.163,USA,failed
user_575,2025-01-29 10:32:22,database_access,252.176.216.148,Japan,failed
user_275,2025-01-22 22:38:59,logout,19.45.232.66,Germany,success
user_487,2025-01-14 05:00:46,file_access,20.149.191.254,Egypt,success
user_227,2025-01-08 13:00:35,login,130.125.97.67,Egypt,failed
user_441,2025-01-05 17:35:31,login,243.176.75.193,Egypt,success
user_760,2025-01-22 21:41:21,database_access,13.83.250.112,Australia,success
user_553,2025-01-23 09:25:08,login,2.139.19.199,Egypt,failed
user_103,2025-01-01 22:54:46,database_access,94.197.250.182,Egypt,failed
user_702,2025-01-30 12:19:23,file_access,166.115.169.145,Egypt,failed
user_988,2025-01-02 15:05:39,database_access,155.16.83.44,Australia,success
user_606,2025-01-19 12:18:54,permission_change,234.172.231.229,USA,success
user_718,2025-01-11 09:58:05,file_access,96.58.147.43,Japan,failed
user_173,2025-01-11 14:54:42,file_access,104.37.239.182,Australia,success
user_436,2025-01-30 06:18:18,database_access,40.143.195.235,Egypt,success
user_636,2025-01-10 07:39:17,permission_change,28.57.255.198,Germany,failed
user_535,2025-01-12 09:17:51,file_access,177.170.198.216,USA,success
user_166,2025-01-03 19:32:14,login,101.76.179.78,Egypt,failed
user_482,2025-01-03 10:19:15,database_access,211.231.58.152,Canada,success
user_960,2025-01-04 11:49:05,login,208.107.10.220,Canada,success
user_492,2025-01-01 22:24:43,database_access,97.251.227.93,USA,failed
user_469,2025-01-28 17:53:19,logout,190.82.167.165,Canada,failed
user_843,2025-01-17 12:39:44,logout,223.25.72.111,Germany,failed
user_169,2025-01-16 20:44:54,logout,131.68.178.22,Germany,success
user_342,2025-01-22 00:44:09,file_access,76.101.57.123,USA,success
user_464,2025-01-27 15:18:14,file_access,3.245.167.210,Canada,failed
user_289,2025-01-04 22:25:52,logout,202.15.202.54,Egypt,success
user_5,2025-01-08 12:50:32,logout,95.114.123.208,Japan,failed
user_688,2025-01-25 11:48:18,logout,254.254.103.59,USA,failed
user_751,2025-01-04 09:16:31,file_access,254.206.21.18,Egypt,success
user_867,2025-01-27 22:58:51,permission_change,83.242.11.104,Canada,success
user_386,2025-01-11 11:38:08,login,13.184.2.67,Australia,failed
user_285,2025-01-30 09:22:53,file_access,34.212.168.145,Canada,failed
user_872,2025-01-29 14:41:51,login,98.176.237.45,Egypt,failed
user_860,2025-01-27 07:06:11,permission_change,243.105.227.8,Australia,success
user_215,2025-01-13 11:07:41,logout,205.218.220.14,Canada,failed
user_802,2025-01-18 04:27:36,database_access,137.60.170.149,Germany,success
user_791,2025-01-15 11:41:29,database_access,197.248.151.219,Egypt,success
user_684,2025-01-20 07:28:53,permission_change,148.238.95.7,Egypt,success
user_171,2025-01-25 20:32:17,database_access,229.240.126.28,Japan,failed
user_859,2025-01-02 21:45:32,database_access,150.1.156.249,Germany,failed
user_130,2025-01-06 18:18:09,login,254.61.183.118,Japan,success
user_382,2025-01-12 07:06:24,login,29.49.124.176,USA,failed
user_594,2025-01-06 04:16:54,login,18.216.76.161,USA,success
user_640,2025-01-10 09:26:53,database_access,108.83.181.65,Germany,failed
user_568,2025-01-15 21:21:32,permission_change,233.35.204.29,Canada,failed
user_442,2025-01-13 20:28:52,logout,76.117.178.174,Germany,success
user_28,2025-01-25 13:10:50,database_access,157.210.170.41,USA,success
user_726,2025-01-20 08:14:56,login,157.255.230.91,Japan,failed
user_935,2025-01-23 15:53:23,database_access,166.80.245.123,Japan,failed
user_80,2025-01-22 20:24:14,logout,160.218.148.157,Germany,failed
user_422,2025-01-17 22:22:58,permission_change,42.139.155.202,Egypt,failed
user_726,2025-01-16 07:52:47,permission_change,134.198.187.195,USA,success
user_848,2025-01-21 14:00:33,file_access,97.91.45.216,USA,success
user_89,2025-01-25 12:02:29,file_access,97.141.229.113,Japan,success
user_232,2025-01-04 17:59:11,login,194.236.227.206,USA,failed
user_142,2025-01-25 02:53:14,permission_change,97.90.178.10,Germany,success
user_479,2025-01-20 23:47:23,file_access,230.222.68.120,Australia,failed
user_472,2025-01-24 22:59:30,permission_change,152.31.194.82,Egypt,failed
user_463,2025-01-20 19:58:22,file_access,76.136.128.58,Australia,success
user_99,2025-01-11 04:46:24,logout,250.225.99.25,USA,failed
user_115,2025-01-09 05:29:32,logout,151.96.192.224,Australia,failed
user_110,2025-01-29 11:55:20,permission_change,77.121.138.247,Australia,failed
user_423,2025-01-25 01:50:38,file_access,67.147.244.42,USA,failed
user_881,2025-01-28 11:31:08,login,80.21.15.37,Egypt,success
user_478,2025-01-11 05:31:39,login,28.187.25.107,Australia,success
user_284,2025-01-22 08:00:46,permission_change,176.82.0.48,Japan,failed
user_413,2025-01-04 04:22:51,permission_change,114.77.212.5,USA,failed
user_111,2025-01-12 14:23:56,database_access,27.114.178.189,Japan,failed
user_647,2025-01-10 10:55:51,logout,130.236.212.90,Canada,success
user_878,2025-01-17 03:24:58,login,239.24.56.173,Germany,failed
user_857,2025-01-12 21:18:55,database_access,200.247.93.205,Japan,success
user_781,2025-01-28 13:04:33,logout,167.37.47.36,Australia,failed
user_194,2025-01-10 23:01:46,file_access,161.181.242.69,Canada,failed
user_150,2025-01-01 05:19:52,login,140.240.177.64,Canada,failed
user_456,2025-01-17 02:33:10,logout,148.110.8.26,Canada,success
user_788,2025-01-24 19:50:17,database_access,39.205.96.212,Egypt,success
user_343,2025-01-30 00:25:30,permission_change,181.132.0.8,Japan,failed
user_606,2025-01-18 03:47:13,file_access,154.100.70.110,Germany,failed
user_176,2025-01-11 08:19:39,logout,23.14.249.117,Egypt,failed
user_627,2025-01-30 16:33:45,login,89.186.122.40,Australia,success
user_322,2025-01-18 09:30:22,permission_change,209.11.0.225,Egypt,success
user_456,2025-01-30 06:54:13,permission_change,109.216.179.107,Australia,success
user_348,2025-01-03 01:39:06,permission_change,68.44.73.198,Germany,success
user_511,2025-01-04 19:11:06,database_access,27.142.133.200,Japan,success
user_435,2025-01-03 01:57:51,permission_change,71.234.51.103,Canada,success
user_590,2025-01-12 07:55:08,login,96.62.243.203,Canada,success
user_537,2025-01-15 22:36:35,logout,60.110.189.69,Australia,success
user_453,2025-01-22 00:56:52,login,183.20.233.214,Egypt,success
user_862,2025-01-28 18:36:23,login,123.145.48.192,Egypt,success
user_899,2025-01-01 16:02:00,login,205.35.67.55,Egypt,failed
user_317,2025-01-11 15:11:15,permission_change,138.172.126.47,Japan,failed
user_167,2025-01-17 01:52:54,database_access,221.218.37.133,USA,success
user_226,2025-01-10 12:53:07,login,176.57.216.90,Japan,failed
user_899,2025-01-26 03:29:15,database_access,143.235.126.80,Australia,success
user_669,2025-01-02 17:25:39,login,221.230.176.23,USA,success
user_677,2025-01-02 14:24:49,database_access,255.114.36.23,Egypt,failed
user_570,2025-01-17 11:52:46,login,144.223.118.96,Japan,success
user_136,2025-01-09 07:06:56,file_access,88.218.254.103,Canada,failed
user_401,2025-01-13 18:11:34,permission_change,221.210.79.252,Australia,failed
user_814,2025-01-26 23:10:17,permission_change,89.149.248.7,Australia,success
user_278,2025-01-05 19:24:46,logout,186.6.25.186,Germany,failed
user_152,2025-01-09 06:52:14,login,144.41.199.95,Germany,failed
user_39,2025-01-26 18:32:25,file_access,187.131.28.26,Egypt,failed
user_178,2025-01-17 03:08:53,logout,124.145.22.114,Canada,failed
user_994,2025-01-04 01:10:57,logout,142.240.46.115,Australia,success
user_474,2025-01-11 08:49:59,logout,41.110.189.41,Germany,success
user_509,2025-01-07 07:01:13,login,112.177.77.33,Canada,failed
user_944,2025-01-06 18:54:38,file_access,93.42.113.18,Japan,success
user_564,2025-01-09 09:19:31,file_access,178.121.250.155,Australia,failed
user_334,2025-01-24 09:48:16,file_access,33.186.14.107,Japan,success
user_37,2025-01-16 21:04:49,database_access,87.244.117.143,USA,failed
user_825,2025-01-24 00:11:33,file_access,104.5.39.186,USA,success
user_241,2025-01-01 19:45:52,database_access,29.170.243.206,Germany,success
user_493,2025-01-26 10:38:06,login,129.95.66.3,USA,failed
user_702,2025-01-05 12:32:32,logout,252.101.37.183,USA,success
user_198,2025-01-07 13:24:46,login,26.114.5.146,Japan,success
user_207,2025-01-06 05:42:10,permission_change,198.228.105.248,USA,success
user_912,2025-01-20 14:54:02,database_access,124.96.73.89,Egypt,success
user_429,2025-01-08 20:06:29,permission_change,126.4.169.145,Germany,failed
user_995,2025-01-15 03:15:52,database_access,245.169.89.135,Canada,failed
user_941,2025-01-25 07:59:59,database_access,133.20.62.139,USA,success
user_184,2025-01-20 17:23:53,database_access,245.180.241.246,Australia,success
user_716,2025-01-09 10:41:11,file_access,225.3.158.254,Japan,success
user_379,2025-01-20 16:15:13,permission_change,135.124.253.12,Canada,success
user_811,2025-01-25 06:42:35,logout,102.255.5.212,Egypt,success
user_991,2025-01-25 11:23:02,logout,166.247.51.234,USA,success
user_424,2025-01-01 01:02:09,login,20.56.12.128,Germany,failed
user_265,2025-01-11 00:42:51,database_access,61.76.32.139,USA,failed
user_177,2025-01-10 11:01:25,database_access,110.41.94.123,Germany,failed
user_380,2025-01-25 08:24:23,database_access,125.41.202.10,Egypt,failed
user_971,2025-01-29 01:23:05,database_access,244.235.144.225,USA,success
